feature1,feature2,label
0.065844,2.851315,1
3.180663,2.341188,1
4.239369,0.849736,1
5.551463,3.061447,1
2.677883,4.990068,1
1.348402,2.967208,1
3.980107,2.777706,1
4.999497,2.164592,1
3.050660,2.453023,1
2.408139,4.124312,1
4.221549,3.458227,1
4.758884,2.250048,1
2.053897,3.432527,1
1.760882,2.434661,1
1.723776,3.894815,1
4.350062,3.195557,1
2.942342,1.166621,1
5.345823,1.711429,1
5.765130,2.873583,1
6.726660,1.934898,1
2.672314,3.163859,1
3.945552,2.687867,1
3.780746,3.777781,1
2.957397,3.239284,1
3.415941,2.551503,1
1.478457,2.073077,1
5.176954,2.046265,1
2.664386,3.054159,1
3.208160,3.278867,1
3.156029,1.818719,1
2.104883,2.491783,1
1.358131,2.190925,1
2.029853,4.500814,1
3.334017,4.016205,1
1.596000,5.614201,1
4.446529,-0.007201,1
3.797170,2.321417,1
1.871253,3.038992,1
2.264518,2.647337,1
2.827686,1.271652,1
3.253292,0.964293,1
4.918706,2.692796,1
5.935640,3.895471,1
2.507234,3.688418,1
4.537047,2.561522,1
3.799582,2.447629,1
-0.259052,5.788431,1
1.097963,3.761322,1
4.221378,4.276729,1
4.987908,3.646391,1
1.742595,3.372665,1
2.857530,4.429116,1
1.179625,2.527835,1
3.742901,2.003811,1
3.505690,3.378050,1
1.890117,2.206262,1
2.931570,3.878413,1
3.020139,4.428415,1
2.264594,4.272754,1
1.982913,1.687423,1
2.601934,3.634241,1
1.811921,2.354671,1
5.049657,2.574935,1
3.502615,3.462211,1
2.984447,3.053744,1
1.485749,3.664681,1
2.572588,2.763875,1
3.336660,2.284901,1
2.404359,2.892401,1
0.837750,3.738027,1
2.940776,2.464503,1
1.324793,4.762437,1
0.724181,3.048786,1
3.258371,3.959366,1
3.605925,3.883635,1
4.582930,3.469381,1
-0.110500,5.298433,1
4.522624,3.582294,1
0.680844,4.375985,1
3.337016,2.321236,1
4.066999,0.815531,1
3.742597,1.307777,1
3.199059,3.135290,1
0.400889,3.990189,1
1.629179,3.940556,1
3.510538,3.446178,1
4.655566,2.029988,1
3.119772,3.551861,1
4.272049,5.147463,1
3.442793,1.893032,1
3.408291,1.891151,1
4.586286,3.171503,1
0.847524,4.162712,1
4.352363,2.420486,1
4.110158,2.853432,1
1.738659,2.100389,1
2.262993,6.063129,1
3.506954,2.027382,1
2.865658,3.567855,1
3.515021,5.229350,1
2.689917,2.209152,1
4.235366,0.916069,1
4.234855,4.296462,1
3.794850,2.588077,1
3.810864,3.864704,1
-0.506855,5.428308,1
4.305297,3.229135,1
3.377145,5.133942,1
2.032262,3.385316,1
3.000189,4.483642,1
2.313354,4.293477,1
2.446381,5.060416,1
1.706407,5.026008,1
3.306150,2.922334,1
0.950871,3.740729,1
2.278271,3.119561,1
3.814387,3.982079,1
2.792379,3.247977,1
5.193508,2.035449,1
3.633111,5.328487,1
3.529880,2.819030,1
3.737872,4.450726,1
3.304505,3.100878,1
2.365411,3.817729,1
3.686264,2.645520,1
0.977326,3.436564,1
2.368414,2.628304,1
0.495469,3.203136,1
3.948447,2.655933,1
1.002387,4.699953,1
4.944033,3.777616,1
3.344859,-0.251390,1
2.116929,3.118472,1
4.745678,2.385558,1
2.320567,2.853199,1
5.178157,2.218092,1
2.122544,3.652630,1
-0.016416,4.267695,1
4.443794,0.781742,1
3.218733,3.129893,1
3.535222,2.992120,1
5.522216,2.674741,1
3.845613,3.738451,1
2.876028,3.722246,1
2.586649,3.969149,1
3.081819,4.705613,1
3.226266,3.746363,1
4.069778,3.969854,1
5.041940,3.582628,1
2.098551,1.891986,1
2.387168,2.637039,1
1.516776,3.454123,1
2.300188,1.097534,1
1.952456,0.693647,1
5.482552,1.795695,1
2.302226,4.193940,1
4.175123,1.884361,1
2.234100,2.135239,1
1.707163,5.331345,1
3.293660,2.773144,1
1.382023,1.715644,1
2.854926,2.217128,1
4.063140,1.672239,1
1.182568,5.484339,1
4.093680,2.787414,1
1.868454,5.250247,1
2.495318,2.585898,1
2.390264,4.072353,1
2.305171,4.471971,1
1.334115,3.774718,1
1.487218,4.618458,1
-0.048431,4.806116,1
0.965020,5.086264,1
3.491196,1.912759,1
3.681917,2.957329,1
1.965913,3.157753,1
4.455160,4.564633,1
1.134092,5.254013,1
3.032398,3.131643,1
1.554056,2.925348,1
2.211495,1.472630,1
2.932173,3.926869,1
4.649865,3.629813,1
3.555927,0.542605,1
3.416264,4.028788,1
0.593149,4.540096,1
1.628120,4.176355,1
3.803148,3.463776,1
1.137441,2.557338,1
2.075034,5.674901,1
4.043984,2.595305,1
2.556782,3.745566,1
3.240142,1.886210,1
3.811843,3.842864,1
2.075064,3.331853,1
0.142380,1.745403,1
0.409225,2.990544,1
2.707691,1.763142,1
5.387887,2.416308,1
3.814174,2.735016,1
3.375827,3.302057,1
2.050839,2.132474,1
1.428205,3.746014,1
4.657996,0.943063,1
1.692405,5.308230,1
3.202861,2.351009,1
4.782610,4.183861,1
2.809326,3.746198,1
1.872946,4.328340,1
3.192716,2.564730,1
3.064608,2.892358,1
2.126415,3.851417,1
2.031931,3.758437,1
1.572910,1.603055,1
2.086799,4.281070,1
-0.171805,1.962757,1
0.300725,5.229150,1
0.925298,3.465210,1
1.534618,2.901762,1
5.051476,3.725446,1
3.382594,2.948559,1
2.243759,4.340254,1
3.054992,3.439218,1
-0.037952,5.641984,1
3.447775,4.005344,1
2.409687,5.116994,1
1.442639,2.864187,1
0.198961,3.972862,1
2.120642,2.777593,1
3.298700,3.172643,1
2.879531,3.672494,1
1.287608,5.139642,1
3.945912,3.443635,1
0.699010,3.416541,1
2.720733,4.188356,1
4.286324,3.689834,1
3.270797,2.925688,1
3.226367,2.818242,1
3.410491,0.705330,1
0.446655,4.151839,1
2.805168,0.292437,1
2.917519,1.303094,1
1.622251,5.584613,1
5.356892,3.904982,1
1.558651,3.855337,1
7.643076,1.910285,1
3.639975,0.225109,1
3.346371,5.955176,1
1.647371,4.965358,1
2.825288,4.298526,1
2.239816,4.056724,1
2.828321,3.069890,1
3.754332,1.949205,1
5.047526,1.035766,1
3.499865,1.075633,1
3.701261,4.235299,1
0.809380,2.858851,1
4.860806,2.593561,1
4.076816,1.735570,1
1.669478,2.894910,1
1.981261,2.126449,1
3.963227,2.565844,1
5.281115,1.547804,1
3.391955,3.388597,1
3.627791,4.263770,1
2.558125,2.820811,1
3.208696,3.540320,1
2.966016,3.084743,1
3.435258,1.723245,1
5.914144,2.733226,1
4.091597,1.095639,1
4.491812,2.862468,1
4.197956,3.597668,1
4.026115,2.454970,1
5.469250,3.660832,1
4.688259,1.903578,1
2.484208,4.015455,1
3.144912,2.696555,1
2.847553,2.939709,1
3.267168,5.719281,1
2.784771,1.359391,1
4.825875,4.818265,1
5.093173,3.320199,1
0.537936,4.462769,1
3.372870,4.845597,1
3.337782,2.425213,1
3.051092,1.596191,1
2.996336,1.365244,1
2.445374,2.465936,1
1.673436,2.105030,1
3.141395,3.988982,1
5.737097,1.050792,1
0.663285,3.472562,1
1.191190,5.179748,1
3.842814,2.171008,1
2.353718,3.680170,1
1.715280,2.917714,1
1.848404,2.138712,1
2.537654,2.204093,1
4.740084,3.096850,1
2.043089,4.671704,1
4.152849,1.544692,1
1.580221,4.460427,1
0.366899,5.883127,1
2.554725,2.984841,1
2.731928,3.035881,1
2.752507,4.501900,1
3.095604,1.132802,1
5.629564,1.326288,1
2.945252,0.167725,1
4.173051,5.286524,1
3.565234,3.616269,1
2.832102,3.017929,1
1.659875,3.810987,1
2.880228,3.537739,1
4.493603,2.990841,1
2.715737,2.242991,1
1.732852,2.931705,1
2.958763,3.024705,1
1.960435,4.565758,1
3.575109,3.579694,1
1.635907,4.967455,1
2.114614,2.036789,1
4.126340,1.583386,1
3.636365,2.180197,1
3.281581,3.456877,1
3.411546,3.282748,1
1.605704,1.604129,1
4.076528,1.843625,1
4.908780,2.094463,1
1.900080,5.615581,1
4.257832,3.869270,1
2.590266,2.915597,1
3.564405,2.090029,1
3.597811,2.693007,1
2.801618,3.181637,1
3.246536,4.372817,1
0.827326,2.957354,1
6.808863,0.841333,1
4.556475,1.306078,1
3.261936,0.353912,1
2.829109,4.168954,1
1.996296,0.430690,1
3.942329,2.680938,1
4.967733,1.484191,1
3.404378,3.413347,1
2.203594,2.410530,1
1.401161,4.218864,1
2.413388,2.276023,1
2.964790,1.847357,1
4.354258,4.078711,1
3.639094,0.268506,1
1.024661,4.487869,1
4.526661,3.025308,1
4.970279,3.680319,1
1.829405,3.394747,1
-0.095316,4.959794,1
2.272864,4.051370,1
2.413853,5.614443,1
2.458979,2.475915,1
1.975193,3.010240,1
0.577957,5.350561,1
3.578773,2.729137,1
4.035115,0.773188,1
1.064917,3.852841,1
4.663531,2.229287,1
1.998314,4.858749,1
1.253539,3.550316,1
5.773015,2.527313,1
3.235905,2.453158,1
1.712253,4.897007,1
3.870903,5.117992,1
4.420236,2.970584,1
3.107477,3.263269,1
1.430111,5.084769,1
3.041463,4.398257,1
2.897352,1.968735,1
2.996226,0.371744,1
-0.300004,4.477188,1
3.092039,2.547153,1
3.158859,3.949540,1
1.538280,3.527952,1
3.396516,3.023287,1
4.379385,3.916550,1
2.875975,4.094516,1
2.953122,4.612452,1
1.911586,2.238589,1
2.067962,2.962484,1
4.049725,2.845200,1
1.468683,4.399063,1
3.746650,4.609841,1
4.429830,5.202151,1
1.123170,2.323362,1
2.313275,4.124764,1
1.838012,4.940967,1
2.358556,1.935605,1
2.695218,2.134516,1
4.115981,2.788861,1
1.178327,5.158676,1
4.788239,1.994475,1
1.100970,3.883622,1
3.177032,2.861207,1
4.410761,2.604921,1
3.429971,3.176630,1
3.816711,1.683545,1
1.850456,3.529917,1
0.578841,4.632196,1
3.339818,3.943962,1
3.599155,0.107188,1
5.743836,2.233903,1
5.390144,4.284432,1
3.826961,2.506825,1
2.409535,6.213305,1
1.230749,6.200747,1
2.115971,4.584240,1
1.661973,3.459924,1
4.018925,2.083502,1
2.910973,2.473114,1
2.766206,4.487769,1
3.872326,4.196653,1
4.296111,1.580745,1
2.653263,0.812303,1
3.022220,2.817173,1
1.530644,5.159371,1
5.511362,3.233610,1
1.863201,4.796522,1
2.644572,2.034077,1
4.188636,3.393224,1
1.674272,6.251952,1
2.865492,1.621973,1
1.648025,1.843321,1
2.498498,3.251325,1
2.521054,1.294439,1
2.004707,3.177901,1
2.549877,-0.441154,1
4.213015,4.286156,1
0.622630,4.516102,1
4.063372,2.675611,1
4.446768,2.108977,1
2.859877,4.767457,1
2.989542,2.736778,1
3.545849,1.404803,1
3.526986,3.019981,1
1.325610,3.423732,1
0.956703,4.465985,1
2.529718,2.420907,1
6.613576,0.948839,1
1.893264,3.614067,1
3.259528,3.458208,1
4.598309,0.861398,1
1.174509,2.955240,1
1.731394,2.319903,1
2.394158,3.494554,1
5.790433,2.061248,1
3.377946,1.577338,1
3.513602,4.077560,1
4.308838,1.911082,1
2.925772,3.994041,1
2.535689,2.924374,1
4.090183,2.139529,1
2.395196,-0.368405,1
3.056324,4.159350,1
5.277562,-0.389868,1
3.595635,5.220489,1
2.489874,2.482277,1
4.142659,3.817309,1
3.274688,1.684560,1
2.968466,1.752357,1
3.927427,4.344268,1
2.428941,3.173390,1
2.324566,1.512477,1
1.846050,3.928663,1
5.348898,5.171066,1
2.127140,2.775103,1
4.295923,3.377092,1
1.902072,2.057802,1
1.408374,3.530377,1
1.380303,5.895159,1
4.410257,3.452182,1
3.482467,3.709463,1
1.832131,2.912588,1
4.488193,3.046430,1
3.149368,2.326095,1
4.473784,2.247816,1
-0.284162,4.510755,1
3.909001,4.076422,1
3.400258,3.247175,1
4.610797,2.131484,1
3.889151,3.523404,1
3.240305,6.250606,1
2.493255,3.889581,1
2.522514,2.954718,1
2.381085,3.158611,1
3.666046,4.167240,1
5.014337,2.722615,1
1.277624,4.383586,1
5.243978,0.178077,1
1.366051,4.431849,1
3.911488,1.508624,1
2.314464,4.345293,1
3.054239,2.460521,1
2.875472,1.876969,1
0.769531,4.564994,1
2.492685,5.490091,1
1.466979,3.794469,1
2.480025,3.433018,1
4.343606,2.231515,1
5.261417,2.565442,1
3.713661,2.630461,1
2.474246,3.124072,1
1.951920,3.302499,1
1.017386,2.973160,1
4.131797,4.581920,1
3.797734,1.378947,1
2.478042,3.707515,1
2.887734,3.755177,1
2.945853,4.533608,1
2.328064,3.278529,1
3.424139,5.163046,1
2.517404,2.127703,1
1.538223,4.147243,1
6.275241,1.202649,1
3.607916,2.334726,1
2.712361,3.512400,1
1.824925,3.468919,1
2.186991,3.380319,1
2.487176,4.282564,1
4.889749,2.761995,1
4.206337,3.001725,1
3.764124,4.776172,1
3.046580,2.490808,1
2.822601,2.753026,1
0.926653,2.692578,1
3.604904,1.029513,1
2.951631,5.332657,1
3.018081,2.757877,1
3.685303,3.941601,1
4.315934,2.141199,1
2.116149,4.461714,1
3.429157,3.955616,1
6.824660,0.483987,1
2.598830,0.909074,1
3.275565,4.591765,1
3.805276,3.554504,1
1.862276,5.778100,1
1.446777,5.383412,1
1.840431,1.893906,1
2.746284,2.098545,1
0.173534,5.294414,1
3.213009,3.547417,1
4.072912,4.308235,1
3.906538,2.449059,1
3.048745,1.189746,1
3.738899,2.289087,1
3.075289,2.005925,1
4.699912,1.367284,1
5.383489,1.883881,1
1.927733,2.009041,1
2.885676,2.095691,1
3.493144,4.352580,1
5.416847,0.990761,1
3.646346,3.319967,1
2.233802,2.679397,1
2.868787,2.052096,1
1.671241,4.217818,1
0.586837,5.078700,1
2.877412,1.083872,1
4.196880,-0.191355,1
3.004946,3.676415,1
5.568702,1.898758,1
3.700522,2.569460,1
1.584298,5.467380,1
2.742438,2.037820,1
5.207328,0.061883,1
2.606960,2.030616,1
3.214930,2.910482,1
2.848338,2.265827,1
3.083429,3.516789,1
5.299266,2.830351,1
3.135581,2.903876,1
2.271204,3.964423,1
2.001377,4.278077,1
4.004791,2.584480,1
4.499651,1.803037,1
2.903061,2.808236,1
1.908859,1.458084,1
3.746596,2.456022,1
2.117010,2.414946,1
0.844239,3.770271,1
2.074164,4.400389,1
4.987247,3.597280,1
5.101046,2.349605,1
1.305192,3.619415,1
1.095807,4.369690,1
2.812823,3.515928,1
3.706873,3.452447,1
0.846771,2.587120,1
0.266415,3.221713,1
2.460650,4.990644,1
4.088382,1.476047,1
4.237059,1.605144,1
3.902979,3.235238,1
2.292873,5.500794,1
3.562478,2.216551,1
4.565087,0.520660,1
2.870276,5.278291,1
4.146523,1.180901,1
3.219284,3.178680,1
4.292473,2.410715,1
3.581773,2.459946,1
2.322470,3.615013,1
3.471742,2.431077,1
2.864199,2.626351,1
4.386211,3.898799,1
2.103417,3.407030,1
1.908138,3.530503,1
1.781697,4.585137,1
3.431685,3.212817,1
4.211182,0.407954,1
4.585170,1.772510,1
2.321675,6.593345,1
2.536765,4.084910,1
4.886929,0.584841,1
3.570301,1.658657,1
2.895881,2.461378,1
5.967719,1.344715,1
4.497975,1.979439,1
-0.200058,4.633749,1
5.967763,-0.039043,1
2.928367,5.685029,1
4.864905,1.995578,1
3.510277,2.401487,1
-1.299910,4.837133,1
2.994365,3.630971,1
1.710028,4.285714,1
2.355057,3.053097,1
2.435863,3.045622,1
1.978417,3.419700,1
2.509890,3.399506,1
1.560430,4.219695,1
6.052138,1.957073,1
3.695616,1.502439,1
4.657527,3.355893,1
7.752300,2.945830,1
1.830437,4.345576,1
3.258426,3.150864,1
2.778717,4.061568,1
2.366144,3.687217,1
3.145685,2.667153,1
3.997298,3.624734,1
0.303629,1.478158,1
2.310903,3.877392,1
2.764957,2.690408,1
2.227202,4.959790,1
4.235325,2.439102,1
3.295150,0.889444,1
4.355741,2.940721,1
2.151672,4.445967,1
2.438325,4.193540,1
4.087874,2.604361,1
2.502691,4.454603,1
1.987226,4.854420,1
3.273095,4.187782,1
2.446590,2.315086,1
2.708105,2.264333,1
